time,precip_u,precip_u_cor,tp_u,t_u
2022-11-22,236.6,257.6,0.0,4.5
2022-11-23,236.6,257.6,0.0,3.7
2022-11-24,236.6,257.6,0.0,-0.5
2022-11-25,236.6,257.6,0.0,-2.6
2022-11-26,236.6,257.6,0.0,-4.7
2022-11-27,236.6,257.6,0.0,-3.6
2022-11-28,236.6,257.6,0.0,-4.4
2022-11-29,236.6,257.6,0.0,-1.7
2022-11-30,236.6,257.6,0.0,-3.9
2022-12-01,236.6,257.6,0.0,-6.6
2022-12-02,236.6,257.6,0.0,-2.2
2022-12-03,240.4,261.7,4.1,4.3
2022-12-04,240.8,262.1,0.4,0.1
2022-12-05,240.9,262.2,0.1,5.4
2022-12-06,241.0,262.3,0.1,6.1
2022-12-07,241.0,262.3,0.0,2.3
2022-12-08,241.0,262.3,0.0,4.5
2022-12-09,241.0,262.3,0.0,6.5
2022-12-10,241.0,262.3,0.0,3.0
2022-12-11,241.0,262.3,0.0,-2.0
2022-12-12,241.0,262.3,0.0,-5.7
2022-12-13,241.0,262.3,0.0,-6.1
2022-12-14,241.0,262.3,0.0,-4.9
2022-12-15,241.0,262.3,0.0,-3.6
2022-12-16,241.0,262.3,0.0,-6.8
2022-12-17,241.0,262.3,0.0,-8.6
2022-12-18,241.0,262.3,0.0,-1.6
2022-12-19,241.0,262.3,0.0,-0.1
2022-12-20,241.0,262.3,0.0,-2.3
2022-12-21,241.0,262.3,0.0,-4.4
2022-12-22,241.0,262.3,0.0,-8.1
2022-12-23,241.0,262.3,0.0,-11.6
2022-12-24,241.0,262.3,0.0,-15.0
2022-12-25,241.0,262.3,0.0,-13.6
2022-12-26,241.0,262.3,0.0,-12.9
2022-12-27,241.0,262.3,0.0,-10.0
2022-12-28,241.0,262.3,0.0,-8.1
2022-12-29,241.0,262.3,0.0,-9.5
2022-12-30,241.0,262.3,0.0,-12.1
2022-12-31,241.0,262.3,0.0,-14.2
