time,precip_u,precip_u_cor,tp_u,t_u
2022-01-01,96.6,105.8,,-13.1
2022-01-02,96.6,105.8,0.0,-9.1
2022-01-03,96.6,105.8,0.0,-6.5
2022-01-04,96.6,105.8,0.0,-4.1
2022-01-05,96.6,105.8,0.0,-10.6
2022-01-06,96.6,105.8,0.0,-14.3
2022-01-07,96.6,105.8,0.0,-16.3
2022-01-08,96.6,105.8,0.0,-18.5
2022-01-09,98.4,107.7,1.9,-11.4
2022-01-10,106.8,116.3,8.5,-12.9
2022-01-11,106.8,116.3,0.0,-15.4
2022-01-12,106.8,116.3,0.0,-18.7
2022-01-13,106.8,116.3,0.0,-16.7
2022-01-14,106.8,116.3,0.0,-14.4
2022-01-15,106.8,116.3,0.0,-12.1
2022-01-16,106.8,116.3,0.0,-3.4
2022-01-17,106.8,116.3,0.0,-8.2
2022-01-18,106.8,116.3,0.0,-15.2
2022-01-19,106.8,116.3,0.0,-4.4
2022-01-20,106.8,116.3,0.0,-4.5
2022-01-21,106.8,116.3,0.0,-20.2
2022-01-22,106.8,116.3,0.0,-21.7
2022-01-23,106.8,116.3,0.0,-14.6
2022-01-24,106.8,116.3,0.0,-9.4
2022-01-25,106.8,116.3,0.0,-12.6
2022-01-26,106.8,116.3,0.0,-13.7
2022-01-27,106.8,116.3,0.0,-13.1
2022-01-28,106.8,116.3,0.0,-20.5
2022-01-29,106.8,116.3,0.0,-14.1
2022-01-30,106.8,116.3,0.0,-19.6
2022-01-31,106.8,116.3,0.0,-8.6
2022-02-01,106.8,116.3,0.0,-14.1
2022-02-02,106.8,116.3,0.0,-23.1
2022-02-03,106.8,116.3,0.0,-12.9
2022-02-04,106.8,116.3,0.0,-11.3
2022-02-05,107.8,117.3,1.0,-20.6
2022-02-06,108.2,117.7,0.4,-19.4
2022-02-07,129.7,139.6,21.9,-19.8
2022-02-08,150.7,161.2,21.6,-25.0
2022-02-09,153.8,164.3,3.2,-20.4
2022-02-10,153.8,164.3,0.0,-17.5
2022-02-11,153.8,164.3,0.0,-10.5
2022-02-12,153.8,164.3,0.0,-6.1
2022-02-13,153.8,164.3,0.0,-7.1
2022-02-14,157.8,168.4,4.1,-11.9
2022-02-15,164.1,174.9,6.5,-20.1
2022-02-16,167.8,178.7,3.8,-19.6
2022-02-17,171.5,182.8,4.1,-22.9
2022-02-18,172.6,183.9,1.2,-18.9
2022-02-19,172.7,184.0,0.1,-18.4
2022-02-20,174.3,185.8,1.8,-23.0
2022-02-21,174.4,185.9,0.1,-25.8
2022-02-22,180.3,191.9,6.0,-23.6
2022-02-23,196.1,208.0,16.1,-22.6
2022-02-24,197.0,208.9,0.9,-20.1
2022-02-25,197.0,208.9,0.0,-10.5
2022-02-26,197.0,208.9,0.0,-20.7
2022-02-27,197.0,208.9,0.0,-21.5
2022-02-28,197.0,208.9,0.0,-20.5
2022-03-01,231.5,244.1,35.2,-15.8
2022-03-02,401.6,417.6,173.5,-8.1
2022-03-03,401.6,417.6,0.0,-17.4
2022-03-04,401.6,417.6,0.0,-10.1
2022-03-05,401.6,417.6,0.0,-7.9
2022-03-06,401.6,417.6,0.0,-11.7
2022-03-07,401.6,417.6,0.0,-17.0
2022-03-08,401.6,417.6,0.0,-21.3
2022-03-09,401.6,417.6,0.0,-21.5
2022-03-10,401.6,417.6,0.0,-21.0
2022-03-11,401.6,417.6,0.0,-18.8
2022-03-12,401.8,417.8,0.2,-17.4
2022-03-13,404.6,420.6,2.9,-16.3
2022-03-14,426.2,442.7,22.1,-13.5
2022-03-15,426.2,442.7,0.0,-24.8
2022-03-16,426.2,442.7,0.0,-27.5
2022-03-17,426.2,442.7,0.0,-26.0
2022-03-18,426.2,442.7,0.0,-19.0
2022-03-19,426.2,442.7,0.0,-17.6
2022-03-20,426.2,442.7,0.0,-21.2
2022-03-21,426.2,442.7,0.0,-19.2
2022-03-22,426.2,442.7,0.0,-16.6
2022-03-23,426.2,442.7,0.0,-12.2
2022-03-24,426.2,442.7,0.0,-13.7
2022-03-25,426.2,442.7,0.0,-9.8
2022-03-26,426.2,442.7,0.0,-11.2
2022-03-27,426.2,442.7,0.0,-6.4
2022-03-28,426.2,442.7,0.0,-5.8
2022-03-29,426.3,442.8,0.1,-5.7
2022-03-30,426.4,442.9,0.2,-1.6
2022-03-31,426.4,442.9,0.0,-0.4
2022-04-01,426.4,442.9,0.0,-1.2
2022-04-02,426.6,443.1,0.2,-0.4
2022-04-03,427.4,444.0,0.9,-0.6
2022-04-04,428.0,444.7,0.7,0.9
2022-04-05,428.0,444.7,0.0,-1.1
2022-04-06,428.0,444.7,0.0,-7.1
2022-04-07,428.0,444.7,0.0,-6.6
2022-04-08,428.0,444.7,0.0,-9.0
2022-04-09,428.0,444.7,0.0,-9.2
2022-04-10,,,,
2022-04-11,,,,
2022-04-12,,,,
2022-04-13,,,,
2022-04-14,,,,
2022-04-15,,,,
2022-04-16,,,,
2022-04-17,,,,
2022-04-18,,,,
2022-04-19,,,,
2022-04-20,,,,
2022-04-21,,,,
2022-04-22,,,,
2022-04-23,,,,
2022-04-24,,,,
2022-04-25,,,,
2022-04-26,,,,
2022-04-27,,,,
2022-04-28,,,,
2022-04-29,,,,
2022-04-30,,,,
2022-05-01,,,,
2022-05-02,,,,
2022-05-03,,,,
2022-05-04,,,,
2022-05-05,,,,
2022-05-06,,,,
2022-05-07,,,,
2022-05-08,,,,
2022-05-09,,,,
2022-05-10,,,,
2022-05-11,,,,
2022-05-12,,,,
2022-05-13,,,,
2022-05-14,,,,
2022-05-15,,,,
2022-05-16,,,,
2022-05-17,,,,
2022-05-18,,,,
2022-05-19,,,,
2022-05-20,,,,
2022-05-21,,,,
2022-05-22,,,,
2022-05-23,,,,
2022-05-24,,,,
2022-05-25,,,,
2022-05-26,,,,
2022-05-27,,,,
2022-05-28,,,,
2022-05-29,,,,
2022-05-30,,,,
2022-05-31,,,,
2022-06-01,,,,
2022-06-02,,,,
2022-06-03,,,,
2022-06-04,,,,
2022-06-05,,,,
2022-06-06,,,,
2022-06-07,0.0,0.0,,1.2
2022-06-08,0.0,0.0,0.0,1.8
2022-06-09,0.0,0.0,0.0,0.9
2022-06-10,0.0,0.0,0.0,1.9
2022-06-11,0.3,0.3,0.3,2.7
2022-06-12,9.9,11.2,10.9,1.5
2022-06-13,11.0,12.4,1.2,-1.4
2022-06-14,11.0,12.4,0.0,0.3
2022-06-15,11.0,12.4,0.0,0.7
2022-06-16,11.0,12.4,0.0,-0.3
2022-06-17,11.4,12.8,0.5,0.4
2022-06-18,23.9,27.0,14.2,1.9
2022-06-19,29.6,33.4,6.4,2.4
2022-06-20,,,,1.6
2022-06-21,34.2,38.6,,1.9
2022-06-22,34.2,38.6,0.0,1.2
2022-06-23,34.2,38.6,0.0,1.5
2022-06-24,34.2,38.6,0.0,1.8
2022-06-25,34.8,39.2,0.6,2.3
2022-06-26,,,,0.4
2022-06-27,,,,1.0
2022-06-28,,,,2.0
2022-06-29,,,,
2022-06-30,83.8,92.3,,-2.1
2022-07-01,,,,3.1
2022-07-02,,,,0.9
2022-07-03,,,,3.5
2022-07-04,95.9,105.7,,3.0
2022-07-05,,,,2.5
2022-07-06,,,,2.1
2022-07-07,119.4,130.8,,1.6
2022-07-08,119.4,130.8,0.0,1.9
2022-07-09,119.6,131.0,0.2,3.0
2022-07-10,119.6,131.0,0.0,2.6
2022-07-11,119.6,131.0,0.0,1.5
2022-07-12,119.6,131.0,0.0,2.2
2022-07-13,119.6,131.0,0.0,3.1
2022-07-14,119.8,131.2,0.2,2.9
2022-07-15,120.4,131.9,0.7,2.8
2022-07-16,120.4,131.9,0.0,1.3
2022-07-17,120.4,131.9,0.0,2.5
2022-07-18,120.4,131.9,0.0,1.8
2022-07-19,122.2,133.9,2.0,2.6
2022-07-20,125.1,137.2,3.3,3.1
2022-07-21,125.8,138.0,0.8,3.4
2022-07-22,125.8,138.0,0.0,4.3
2022-07-23,125.8,138.0,0.0,2.9
2022-07-24,125.8,138.0,0.0,2.5
2022-07-25,125.8,138.0,0.0,3.0
2022-07-26,125.8,138.0,0.0,1.8
2022-07-27,125.8,138.0,0.0,1.4
2022-07-28,125.8,138.0,0.0,1.3
2022-07-29,125.8,138.0,0.0,3.1
2022-07-30,125.8,138.0,0.0,2.4
2022-07-31,125.8,138.0,0.0,2.6
2022-08-01,125.8,138.0,0.0,2.6
2022-08-02,125.8,138.0,0.0,1.7
2022-08-03,127.5,140.0,2.0,2.1
2022-08-04,149.6,165.1,25.1,2.1
2022-08-05,154.6,170.7,5.6,2.1
2022-08-06,158.0,174.5,3.8,2.8
2022-08-07,158.4,174.9,0.4,2.6
2022-08-08,158.4,174.9,0.0,1.0
2022-08-09,158.4,174.9,0.0,1.5
2022-08-10,158.7,175.2,0.3,2.0
2022-08-11,161.9,178.8,3.7,1.3
2022-08-12,162.0,179.0,0.2,1.2
2022-08-13,163.1,180.2,1.2,2.5
2022-08-14,163.8,181.0,0.9,2.9
2022-08-15,163.8,181.1,0.1,2.4
2022-08-16,169.9,187.9,6.8,1.9
2022-08-17,172.6,190.9,3.0,1.9
2022-08-18,172.6,190.9,0.0,1.2
2022-08-19,172.6,190.9,0.0,0.9
2022-08-20,176.4,195.2,4.3,1.0
2022-08-21,183.5,202.9,7.8,0.7
2022-08-22,184.0,203.6,0.6,-0.8
2022-08-23,184.7,204.3,0.8,1.0
2022-08-24,185.6,205.3,1.0,1.6
2022-08-25,185.7,205.5,0.1,2.3
2022-08-26,189.9,210.0,4.5,2.2
