time,precip_l,precip_l_cor,tp_l,t_l,precip_u,precip_u_cor,tp_u,t_u
2021-10-06,0.0,0.0,0.0,-23.1,0.0,0.0,0.0,-23.1
2021-10-07,0.0,0.0,0.0,-26.2,0.0,0.0,0.0,-26.2
2021-10-08,0.0,0.0,0.0,-24.4,0.0,0.0,0.0,-24.4
2021-10-09,0.0,0.0,0.0,-18.3,0.0,0.0,0.0,-18.4
2021-10-10,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,-13.1
2021-10-11,0.0,0.0,0.0,-11.3,0.0,0.0,0.0,-11.4
2021-10-12,0.0,0.0,0.0,-11.3,0.0,0.0,0.0,-11.3
2021-10-13,0.0,0.0,0.0,-11.4,0.0,0.0,0.0,-11.4
2021-10-14,0.0,0.0,0.0,-12.1,0.0,0.0,0.0,-12.2
2021-10-15,0.0,0.0,0.0,-18.7,0.0,0.0,0.0,-18.7
2021-10-16,0.0,0.0,0.0,-17.4,0.0,0.0,0.0,-17.4
2021-10-17,0.0,0.0,0.0,-19.8,0.0,0.0,0.0,-19.9
2021-10-18,0.0,0.0,0.0,-16.6,0.0,0.0,0.0,-16.6
2021-10-19,0.0,0.0,0.0,-14.8,0.0,0.0,0.0,-14.8
2021-10-20,0.0,0.0,0.0,-14.9,0.0,0.0,0.0,-14.9
2021-10-21,0.0,0.0,0.0,-24.7,0.0,0.0,0.0,-24.5
2021-10-22,0.0,0.0,0.0,-33.5,0.0,0.0,0.0,-33.6
2021-10-23,0.0,0.0,0.0,-37.0,0.0,0.0,0.0,-37.1
2021-10-24,0.0,0.0,0.0,-33.1,0.0,0.0,0.0,-33.2
2021-10-25,0.0,0.0,0.0,-23.3,0.0,0.0,0.0,-23.4
2021-10-26,0.0,0.0,0.0,-21.2,0.0,0.0,0.0,-21.5
2021-10-27,0.0,0.0,0.0,-20.4,0.0,0.0,0.0,-20.6
2021-10-28,0.0,0.0,0.0,-21.1,0.0,0.0,0.0,-21.2
2021-10-29,0.0,0.0,0.0,-21.6,0.0,0.0,0.0,-21.6
2021-10-30,0.0,0.0,0.0,-18.9,3.7,4.2,4.2,-19.0
2021-10-31,0.0,0.0,0.0,-19.5,0.0,0.0,-4.2,-19.6
2021-11-01,0.0,0.0,0.0,-17.9,0.0,0.0,0.0,-18.0
2021-11-02,0.0,0.0,0.0,-25.8,0.0,0.0,0.0,-25.9
2021-11-03,0.0,0.0,0.0,-31.1,0.0,0.0,0.0,-31.2
2021-11-04,0.0,0.0,0.0,-32.1,0.0,0.0,0.0,-32.1
2021-11-05,0.0,0.0,0.0,-24.8,0.0,0.0,0.0,-24.8
2021-11-06,0.0,0.0,0.0,-31.3,0.0,0.0,0.0,-31.3
2021-11-07,0.0,0.0,0.0,-32.6,0.0,0.0,0.0,-32.6
2021-11-08,0.0,0.0,0.0,-33.4,0.0,0.0,0.0,-33.5
2021-11-09,0.0,0.0,0.0,-36.4,0.0,0.0,0.0,-36.6
2021-11-10,0.0,0.0,0.0,-35.6,0.0,0.0,0.0,-35.8
2021-11-11,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,-39.2
2021-11-12,0.0,0.0,0.0,-40.0,0.0,0.0,0.0,-40.2
2021-11-13,0.0,0.0,0.0,-41.0,0.0,0.0,0.0,-41.2
2021-11-14,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,-44.3
2021-11-15,0.0,0.0,0.0,-40.9,0.0,0.0,0.0,-41.1
2021-11-16,0.0,0.0,0.0,-37.8,0.0,0.0,0.0,-38.0
2021-11-17,0.0,0.0,0.0,-35.8,0.0,0.0,0.0,-36.2
2021-11-18,0.0,0.0,0.0,-36.0,0.0,0.0,0.0,-36.5
2021-11-19,0.0,0.0,0.0,-33.1,0.0,0.0,0.0,-33.5
2021-11-20,0.0,0.0,0.0,-35.9,0.0,0.0,0.0,-36.4
2021-11-21,13.2,15.1,15.1,-28.9,1.2,1.4,1.4,-29.3
2021-11-22,86.1,97.4,82.3,-31.9,14.8,16.7,15.3,-32.5
2021-11-23,0.0,0.0,-97.4,-30.2,14.1,15.0,-1.7,-30.6
2021-11-24,0.0,0.0,0.0,-31.5,8.0,8.2,-6.9,-31.5
2021-11-25,0.0,0.0,0.0,-20.7,4.3,4.5,-3.6,-20.7
2021-11-26,0.0,0.0,0.0,-20.9,8.0,8.8,4.3,-20.9
2021-11-27,0.0,0.0,0.0,-27.6,14.2,16.2,7.4,-27.6
2021-11-28,0.0,0.0,0.0,-34.7,14.8,16.9,0.7,-34.7
2021-11-29,0.0,0.0,0.0,-33.5,8.0,9.2,-7.7,-33.6
2021-11-30,0.0,0.0,0.0,-20.3,11.7,13.5,4.3,-20.3
2021-12-01,0.0,0.0,0.0,-20.6,11.6,12.5,-1.0,-20.6
2021-12-02,93.0,105.5,105.5,-17.4,29.0,29.6,17.1,-17.4
2021-12-03,159.4,180.8,75.3,-26.4,29.0,29.6,0.0,-26.3
2021-12-04,197.9,220.1,39.3,-22.5,58.5,59.6,30.1,-22.4
2021-12-05,461.8,489.3,269.2,-13.9,248.3,253.3,193.6,-13.9
2021-12-06,463.2,490.7,1.4,-21.9,249.0,254.0,0.7,-21.7
2021-12-07,463.2,490.7,0.0,-30.8,249.0,254.0,0.0,-30.6
2021-12-08,463.2,490.7,0.0,-20.4,249.0,254.0,0.0,-20.4
2021-12-09,463.2,490.7,0.0,-25.9,249.2,254.2,0.2,-25.8
2021-12-10,463.2,490.7,0.0,-26.6,249.2,254.2,0.0,-26.6
2021-12-11,463.2,490.7,0.0,-20.4,249.2,254.2,0.0,-20.4
2021-12-12,463.2,490.7,0.0,-15.1,249.2,254.2,0.0,-15.1
2021-12-13,463.2,490.7,0.0,-20.0,249.2,254.2,0.0,-20.0
2021-12-14,463.2,490.7,0.0,-22.1,249.2,254.2,0.0,-22.1
2021-12-15,463.2,490.7,0.0,-27.5,249.2,254.2,0.0,-27.5
2021-12-16,463.2,490.7,0.0,-25.4,249.2,254.2,0.0,-25.3
2021-12-17,463.2,490.7,0.0,-26.3,249.2,254.2,0.0,-26.3
2021-12-18,463.2,490.7,0.0,-18.9,249.2,254.2,0.0,-18.9
2021-12-19,463.2,490.7,0.0,-12.6,249.4,254.3,0.2,-12.6
2021-12-20,463.2,490.7,0.0,-12.2,249.4,254.4,0.0,-12.2
2021-12-21,463.2,490.7,0.0,-13.4,249.4,254.4,0.0,-13.3
2021-12-22,463.2,490.7,0.0,-17.0,249.4,254.4,0.0,-17.0
2021-12-23,463.2,490.7,0.0,-17.6,249.4,254.4,0.0,-17.6
2021-12-24,463.2,490.7,0.0,-23.2,249.4,254.4,0.0,-23.2
2021-12-25,463.2,490.7,0.0,-26.5,249.4,254.4,0.0,-26.4
2021-12-26,463.2,490.7,0.0,-26.7,249.4,254.4,0.0,-26.6
2021-12-27,463.2,490.7,0.0,-28.8,249.4,254.4,0.0,-28.7
2021-12-28,463.2,490.7,0.0,-28.5,249.4,254.4,0.0,-28.3
2021-12-29,463.2,490.7,0.0,-30.7,249.4,254.4,0.0,-30.5
2021-12-30,463.2,490.7,0.0,-33.0,249.4,254.4,0.0,-33.6
2021-12-31,463.2,490.7,0.0,-31.1,249.4,254.4,0.0,-31.1
