time,precip_l,precip_l_cor,tp_l,t_l,precip_u,precip_u_cor,tp_u,t_u
2022-01-01,463.2,490.7,,-26.6,249.4,254.4,,-26.6
2022-01-02,463.2,490.7,0.0,-31.3,249.4,254.4,0.0,-31.2
2022-01-03,463.2,490.7,0.0,-25.4,250.1,255.1,0.7,-25.4
2022-01-04,469.2,496.8,6.1,-16.1,252.7,257.7,2.6,-16.2
2022-01-05,471.0,498.7,1.9,-16.0,254.0,259.1,1.4,-16.0
2022-01-06,471.2,498.8,0.2,-17.6,254.2,259.3,0.2,-17.5
2022-01-07,471.5,499.2,0.3,-16.8,254.2,259.3,0.0,-16.8
2022-01-08,475.0,502.7,3.5,-18.3,256.5,261.6,2.3,-18.3
2022-01-09,475.2,503.0,0.3,-16.0,256.6,261.7,0.1,-16.1
2022-01-10,476.4,504.2,1.2,-16.3,256.6,261.7,0.0,-16.3
2022-01-11,476.4,504.2,0.0,-22.4,256.6,261.7,0.0,-22.4
2022-01-12,476.4,504.2,0.0,-24.7,256.6,261.7,0.0,-24.6
2022-01-13,476.4,504.2,0.0,-30.1,256.6,261.7,0.0,-32.0
2022-01-14,476.4,504.2,0.0,-30.6,256.6,261.7,0.0,-31.3
2022-01-15,476.4,504.2,0.0,,256.6,261.7,0.0,-33.6
2022-01-16,476.4,504.2,0.0,,256.6,261.7,0.0,-29.7
2022-01-17,476.4,504.2,0.0,,256.6,261.7,0.0,-29.7
2022-01-18,476.4,504.2,0.0,,256.6,261.7,0.0,-37.0
2022-01-19,476.4,504.2,0.0,,256.6,261.7,0.0,-17.7
2022-01-20,476.4,504.2,0.0,,256.6,261.7,0.0,-11.2
2022-01-21,476.4,504.2,0.0,,256.6,261.7,0.0,-27.0
2022-01-22,476.4,504.2,0.0,,256.6,261.7,0.0,-40.8
2022-01-23,476.4,504.2,0.0,,256.6,261.7,0.0,-40.5
2022-01-24,476.4,504.2,0.0,,256.6,261.7,0.0,-29.6
