time,precip_u,precip_u_cor,tp_u,t_u
2020-08-08,0.0,0.0,,-4.0
2020-08-09,0.0,0.0,0.0,-3.4
2020-08-10,0.0,0.0,0.0,-3.3
2020-08-11,0.0,0.0,0.0,-4.4
2020-08-12,0.0,0.0,0.0,-3.1
2020-08-13,0.0,0.0,0.0,-2.5
2020-08-14,0.0,0.0,0.0,-5.4
2020-08-15,0.0,0.0,0.0,-8.5
2020-08-16,0.0,0.0,0.0,-6.1
2020-08-17,0.0,0.0,0.0,-0.5
2020-08-18,0.0,0.0,0.0,1.2
2020-08-19,0.0,0.0,0.0,1.3
2020-08-20,0.0,0.0,0.0,0.3
2020-08-21,0.0,0.0,0.0,1.2
2020-08-22,0.0,0.0,0.0,-0.6
2020-08-23,0.0,0.0,0.0,-1.0
2020-08-24,0.0,0.0,0.0,-2.0
2020-08-25,0.0,0.0,0.0,-1.2
2020-08-26,0.0,0.0,0.0,-3.1
2020-08-27,0.0,0.0,0.0,-2.6
2020-08-28,0.0,0.0,0.0,-3.3
2020-08-29,0.0,0.0,0.0,0.8
2020-08-30,0.0,0.0,0.0,0.8
2020-08-31,0.0,0.0,0.0,-4.0
2020-09-01,0.0,0.0,0.0,-4.3
2020-09-02,0.0,0.0,0.0,-4.3
2020-09-03,0.0,0.0,0.0,-6.0
2020-09-04,0.0,0.0,0.0,-4.1
2020-09-05,0.0,0.0,0.0,0.1
2020-09-06,0.0,0.0,0.0,-2.5
2020-09-07,0.0,0.0,0.0,-4.6
2020-09-08,0.0,0.0,0.0,-5.8
2020-09-09,0.0,0.0,0.0,-11.6
2020-09-10,0.0,0.0,0.0,-10.8
2020-09-11,0.0,0.0,0.0,-17.7
2020-09-12,0.0,0.0,0.0,-14.1
2020-09-13,0.0,0.0,0.0,-16.9
2020-09-14,0.0,0.0,0.0,-15.8
2020-09-15,0.0,0.0,0.0,-8.4
2020-09-16,0.0,0.0,0.0,-2.5
2020-09-17,0.0,0.0,0.0,-5.3
2020-09-18,0.0,0.0,0.0,-9.6
2020-09-19,0.0,0.0,0.0,-8.2
2020-09-20,0.0,0.0,0.0,-10.1
2020-09-21,0.0,0.0,0.0,-11.4
2020-09-22,0.0,0.0,0.0,-16.4
2020-09-23,0.0,0.0,0.0,-17.7
2020-09-24,0.0,0.0,0.0,-16.7
2020-09-25,0.0,0.0,0.0,-6.6
2020-09-26,0.0,0.0,0.0,-4.9
2020-09-27,0.0,0.0,0.0,-8.8
2020-09-28,0.0,0.0,0.0,-13.0
2020-09-29,0.0,0.0,0.0,-14.8
2020-09-30,0.0,0.0,0.0,-15.4
2020-10-01,0.0,0.0,0.0,-12.0
2020-10-02,0.0,0.0,0.0,-4.9
2020-10-03,0.0,0.0,0.0,-7.0
2020-10-04,0.0,0.0,0.0,-14.1
2020-10-05,0.0,0.0,0.0,-17.8
2020-10-06,0.0,0.0,0.0,-16.9
2020-10-07,0.0,0.0,0.0,-13.9
2020-10-08,0.0,0.0,0.0,-8.5
2020-10-09,0.0,0.0,0.0,-7.4
2020-10-10,0.0,0.0,0.0,-1.8
2020-10-11,0.0,0.0,0.0,-2.8
2020-10-12,0.0,0.0,0.0,-4.8
2020-10-13,0.0,0.0,0.0,-0.8
2020-10-14,0.0,0.0,0.0,-5.7
2020-10-15,0.0,0.0,0.0,-7.8
2020-10-16,0.0,0.0,0.0,-0.7
2020-10-17,1.2,1.3,1.3,-0.8
2020-10-18,1.8,1.8,0.6,-4.3
2020-10-19,1.8,1.8,0.0,-2.5
