time,precip_u,precip_u_cor,tp_u,t_u
2021-11-16,26.2,28.4,0.0,-17.4
2021-11-17,26.2,28.4,0.0,-7.6
2021-11-18,26.2,28.4,0.0,-10.1
2021-11-19,26.2,28.4,0.0,-13.3
2021-11-20,26.2,28.4,0.0,-3.8
2021-11-21,26.2,28.4,0.0,-3.5
2021-11-22,26.2,28.4,0.0,-13.9
2021-11-23,26.2,28.4,0.0,-13.7
2021-11-24,26.2,28.4,0.0,-3.3
2021-11-25,26.2,28.4,0.0,-0.9
2021-11-26,29.5,32.1,3.7,0.9
2021-11-27,52.6,58.1,26.1,1.6
2021-11-28,69.9,77.6,19.5,1.6
2021-11-29,83.4,92.4,14.8,-2.7
2021-11-30,83.4,92.4,0.0,-5.1
2021-12-01,84.1,93.1,0.7,-2.1
2021-12-02,84.4,93.4,0.3,-9.9
2021-12-03,84.4,93.4,0.0,-16.3
2021-12-04,88.7,97.8,4.4,-4.0
2021-12-05,93.4,102.6,4.8,-8.2
2021-12-06,93.4,102.6,0.0,-14.8
2021-12-07,93.4,102.6,0.0,-17.3
2021-12-08,96.0,105.3,2.7,-8.1
2021-12-09,96.6,105.8,0.6,-11.5
2021-12-10,96.6,105.8,0.0,-9.8
2021-12-11,96.6,105.8,0.0,-9.8
2021-12-12,96.6,105.8,0.0,-14.6
2021-12-13,96.6,105.8,0.0,-6.1
2021-12-14,96.6,105.8,0.0,-6.9
2021-12-15,96.6,105.8,0.0,-8.8
2021-12-16,96.6,105.8,0.0,-13.1
2021-12-17,96.6,105.8,0.0,-17.2
2021-12-18,96.6,105.8,0.0,-4.8
2021-12-19,96.6,105.8,0.0,-1.7
2021-12-20,96.6,105.8,0.0,-0.3
2021-12-21,96.6,105.8,0.0,-0.3
2021-12-22,96.6,105.8,0.0,-0.8
2021-12-23,96.6,105.8,0.0,-4.1
2021-12-24,96.6,105.8,0.0,-4.9
2021-12-25,96.6,105.8,0.0,-2.4
2021-12-26,96.6,105.8,0.0,-6.2
2021-12-27,96.6,105.8,0.0,-13.8
2021-12-28,96.6,105.8,0.0,-15.9
2021-12-29,96.6,105.8,0.0,-19.3
2021-12-30,96.6,105.8,0.0,-21.3
2021-12-31,96.6,105.8,0.0,-20.3
