time,precip_l,precip_l_cor,tp_l,t_l,precip_u,precip_u_cor,tp_u,t_u
2022-01-01,85.6,98.2,,-33.4,40.4,43.0,,-33.1
2022-01-02,85.6,98.2,0.0,-29.7,40.4,43.0,0.0,-29.2
2022-01-03,85.6,98.2,0.0,-26.8,40.4,43.0,0.0,-26.7
2022-01-04,85.6,98.2,0.0,-21.1,51.0,53.8,10.8,-21.1
2022-01-05,85.6,98.2,0.0,-19.0,92.2,95.8,42.0,-19.1
2022-01-06,85.6,98.2,0.0,-22.3,92.2,95.8,0.0,-22.4
2022-01-07,85.6,98.2,0.0,-21.8,92.2,95.8,0.0,-21.8
2022-01-08,85.6,98.2,0.0,-17.9,92.2,95.8,0.0,-18.0
2022-01-09,85.6,98.2,0.0,-18.0,92.2,95.8,0.0,-18.1
2022-01-10,85.6,98.2,0.0,-18.0,92.2,95.8,0.0,-18.1
2022-01-11,85.6,98.2,0.0,-21.1,92.2,95.8,0.0,-21.1
2022-01-12,85.6,98.2,0.0,-27.2,92.2,95.8,0.0,-27.4
2022-01-13,85.6,98.2,0.0,-36.1,92.2,95.8,0.0,-35.8
2022-01-14,85.6,98.2,0.0,-37.9,92.2,95.8,0.0,-37.6
2022-01-15,85.6,98.2,0.0,-32.8,92.2,95.8,0.0,-32.6
2022-01-16,85.6,98.2,0.0,-26.9,92.4,96.0,0.2,-26.9
2022-01-17,85.6,98.2,0.0,-27.8,92.6,96.2,0.2,-27.8
2022-01-18,85.6,98.2,0.0,-33.4,92.6,96.2,0.0,-33.2
2022-01-19,85.6,98.2,0.0,-21.1,92.6,96.2,0.0,-21.2
2022-01-20,85.6,98.2,0.0,-16.6,92.6,96.2,0.0,-16.7
2022-01-21,85.6,98.2,0.0,-32.7,92.6,96.2,0.0,-32.6
2022-01-22,85.6,98.2,0.0,-43.0,,96.2,0.0,-42.6
2022-01-23,85.6,98.2,0.0,-36.0,92.6,96.2,0.0,-35.7
2022-01-24,85.6,98.2,0.0,-30.3,92.6,96.2,0.0,-30.2
2022-01-25,85.6,98.2,0.0,-32.3,92.6,96.2,0.0,-32.1
2022-01-26,85.6,98.2,0.0,-32.1,92.6,96.2,0.0,-31.7
2022-01-27,85.6,98.2,0.0,-35.4,92.6,96.2,0.0,-34.7
