site,date,level,spurious_precip_rate
SDL,2021-08-08,u,-40.2
SDL,2021-08-09,u,-56.2
SDL,2021-08-07,l,0.0
SDL,2021-08-08,l,-40.2
SDL,2021-12-04,l,0.0
SDL,2021-12-05,l,0.0
