site,date,level,spurious_precip_rate
SDM,2022-01-04,u,832.0
SDM,2022-01-05,u,334.4
SDM,2022-01-10,u,340.0
SDM,2022-01-04,l,2239.3
SDM,2022-01-05,l,2641.3
SDM,2022-01-10,l,1479.0
