site,date,level,spurious_precip_rate
CP1,2021-11-30,u,-29.7
CP1,2021-11-30,l,-29.7
CP1,2022-01-13,l,0.0
CP1,2022-01-14,l,0.0
CP1,2022-01-28,l,0.0
CP1,2022-01-29,l,0.0
CP1,2022-03-01,l,0.0
CP1,2022-03-02,l,0.0
CP1,2022-03-15,l,0.0
CP1,2022-03-16,l,0.0
CP1,2022-05-16,l,0.0
CP1,2022-05-17,l,0.0
CP1,2022-05-19,l,15.9
