site,date,level,spurious_precip_rate
DY2,2022-06-23,u,-0.1
DY2,2022-06-24,u,-0.1
DY2,2022-06-30,u,-0.2
DY2,2022-07-28,u,-0.4
DY2,2022-07-29,u,-0.5
DY2,2022-08-19,u,-1.2
DY2,2022-08-20,u,-1.4
DY2,2022-09-18,u,-12.9
DY2,2022-09-19,u,-18.1
DY2,2022-10-15,u,-3.2
DY2,2022-10-16,u,-4.5
DY2,2022-08-19,l,-4.3
DY2,2022-08-20,l,-5.2
